CrimeDate,TotalVolume,Code1,Code2,Code3,Code4,Code5,Code6,Code7,Code8,Code9,Inside,Outside,InsideOutsideUnk,TempMAX,TempMIN
5/3/2015,91,1,0,7,41,11,20,8,2,1,40,51,0,81,46
5/4/2015,123,2,3,18,25,17,40,14,0,4,48,73,2,84,50
5/5/2015,157,0,0,13,49,28,47,16,0,4,72,84,1,85,61
5/6/2015,138,1,1,17,27,25,52,14,1,0,66,71,1,80,60
5/7/2015,146,2,0,11,47,20,48,11,1,6,67,78,1,80,57
5/8/2015,127,0,1,12,45,19,36,11,3,0,65,62,0,83,56
5/9/2015,119,0,1,6,39,20,37,13,1,2,61,57,1,81,58
5/10/2015,148,4,2,15,55,14,41,9,3,5,81,65,2,84,63
5/11/2015,156,1,1,11,46,23,53,16,0,5,56,99,1,82,64
5/12/2015,155,0,1,18,44,29,45,15,1,2,78,76,1,89,63
5/13/2015,124,0,0,7,29,18,43,25,0,2,58,66,0,69,54
5/14/2015,132,4,1,3,35,29,45,15,0,0,75,57,0,72,47
5/15/2015,169,2,2,11,47,32,59,13,0,3,79,89,1,76,53
5/16/2015,144,0,2,12,34,25,46,17,0,8,61,83,0,88,56
5/17/2015,104,2,1,8,26,16,38,12,1,0,51,51,2,87,67
5/18/2015,137,0,0,17,40,22,35,20,0,3,65,70,2,88,66
5/19/2015,157,0,1,20,43,28,46,12,0,7,70,85,2,86,67
5/20/2015,176,3,1,26,41,25,49,19,3,9,69,106,1,72,57
5/21/2015,144,1,0,25,34,23,44,15,1,1,73,70,1,58,49
5/22/2015,162,2,0,34,41,27,40,14,2,2,71,89,2,75,47
5/23/2015,137,3,1,8,46,16,45,11,2,5,64,72,1,72,46
5/24/2015,128,1,1,13,32,16,38,19,2,6,46,82,0,82,47
5/25/2015,140,2,1,6,49,21,41,13,0,7,67,73,0,84,58
5/26/2015,177,1,0,17,46,27,60,23,0,3,81,95,1,87,62
5/27/2015,173,0,1,20,36,25,61,28,0,2,70,102,1,88,69
5/28/2015,176,2,2,24,36,27,64,20,0,1,80,96,0,91,65
5/29/2015,179,2,0,29,40,30,55,21,0,2,76,101,2,84,70
5/30/2015,160,0,1,21,32,14,54,32,1,5,61,99,0,88,69
5/31/2015,136,3,1,10,43,12,44,17,3,3,58,76,2,90,69
6/1/2015,151,1,0,13,40,23,56,16,1,1,76,74,1,86,67
6/2/2015,173,5,1,20,45,23,59,15,2,3,79,92,2,67,56
6/3/2015,123,0,0,13,31,24,44,10,0,1,50,72,1,62,55
6/4/2015,140,0,3,10,29,18,54,26,0,0,63,76,1,64,56
6/5/2015,132,0,1,9,32,16,50,23,1,0,66,64,2,74,55
6/6/2015,184,1,1,17,48,24,69,19,1,4,80,103,1,80,61
6/7/2015,171,3,2,10,47,27,55,21,3,3,83,87,1,75,64
6/8/2015,165,3,1,13,41,23,66,15,0,3,73,89,3,87,60
6/9/2015,169,0,1,24,29,28,65,18,1,3,76,92,1,84,66
6/10/2015,143,0,1,12,37,22,48,20,0,3,73,69,1,84,61
6/11/2015,163,1,0,11,30,22,71,28,0,0,71,92,0,93,65
6/12/2015,173,4,0,26,34,25,58,22,1,3,78,95,0,94,71
6/13/2015,151,0,1,9,43,17,50,28,3,0,61,88,2,89,73
6/14/2015,147,1,2,15,47,19,34,25,0,4,66,81,0,91,73
6/15/2015,166,1,1,18,34,20,51,40,0,1,69,97,0,89,74
6/16/2015,139,1,0,14,36,15,51,20,1,1,50,89,0,93,72
6/17/2015,171,0,1,17,41,25,59,21,0,7,80,89,2,85,68
6/18/2015,130,0,2,15,23,15,51,22,0,2,50,79,1,85,69
6/19/2015,157,0,4,9,33,27,62,19,0,3,70,87,0,85,70
6/20/2015,147,0,1,17,48,10,45,25,0,1,64,83,0,87,70
6/21/2015,148,1,0,14,44,20,43,24,0,2,64,83,1,90,72
6/22/2015,176,1,1,11,48,21,66,25,0,3,72,102,2,89,71
6/23/2015,163,1,2,19,36,22,58,24,0,1,65,97,1,94,71
6/24/2015,144,0,0,11,25,20,58,27,2,1,55,89,0,83,65
6/25/2015,159,1,2,21,32,16,60,25,2,0,69,87,3,82,62
6/26/2015,156,0,0,12,52,21,44,25,1,1,75,79,2,78,66
6/27/2015,141,1,0,18,33,13,45,29,2,0,70,68,3,70,64
6/28/2015,157,2,0,15,42,17,49,27,0,5,51,103,3,77,63
6/29/2015,185,1,1,27,54,25,55,15,1,6,73,108,4,82,59
6/30/2015,132,0,2,14,37,20,36,17,1,5,63,69,0,87,63
7/1/2015,140,0,0,20,28,18,48,20,0,6,58,82,0,85,66
7/2/2015,170,2,0,15,52,26,48,21,1,5,69,100,1,75,64
7/3/2015,153,1,0,21,32,19,56,21,1,2,67,85,1,81,61
7/4/2015,143,0,2,12,42,16,43,22,4,2,62,81,0,76,66
7/5/2015,143,1,3,15,45,22,34,20,2,1,63,80,0,83,64
7/6/2015,136,2,0,19,29,21,48,14,2,1,53,82,1,85,72
7/7/2015,172,5,0,20,37,23,65,19,1,2,67,104,1,89,70
7/8/2015,164,1,1,18,34,25,53,31,0,1,63,98,3,88,74
7/9/2015,162,0,1,22,40,28,39,29,0,3,71,88,3,89,74
7/10/2015,149,2,3,14,34,17,55,21,1,2,59,89,1,84,70
7/11/2015,154,3,2,16,40,19,47,23,0,4,55,98,1,87,65
7/12/2015,159,4,0,21,50,12,43,22,0,7,48,108,3,85,61
7/13/2015,167,2,0,24,40,31,51,16,1,2,70,94,3,83,66
7/14/2015,165,0,0,17,34,25,68,17,2,2,80,82,3,88,73
7/15/2015,156,3,0,15,32,19,56,24,0,7,52,101,3,86,68
7/16/2015,144,0,0,18,24,26,61,12,2,1,68,76,0,82,62
7/17/2015,134,0,0,12,40,14,40,26,1,1,48,85,1,80,62
7/18/2015,141,0,0,16,47,19,37,20,0,2,65,75,1,89,73
7/19/2015,152,1,1,17,40,12,50,30,0,1,61,91,0,97,74
7/20/2015,161,0,0,10,42,27,53,24,2,3,70,90,1,95,76
7/21/2015,143,3,0,15,32,25,46,18,2,2,64,77,2,91,72
7/22/2015,151,1,0,16,36,23,50,19,0,6,66,82,3,88,63
7/23/2015,150,2,2,14,41,22,54,13,1,1,77,73,0,85,62
7/24/2015,155,1,0,15,44,33,40,19,1,2,72,81,2,88,58
7/25/2015,164,1,0,18,44,20,60,17,1,3,68,96,0,87,63
7/26/2015,180,2,1,18,46,29,59,21,0,4,87,90,3,90,67
7/27/2015,170,1,0,19,38,36,47,25,1,3,80,90,0,86,71
7/28/2015,167,2,0,12,37,27,57,31,1,0,67,100,0,91,72
7/29/2015,145,2,0,20,33,26,38,22,0,4,64,81,0,88,69
7/30/2015,138,1,0,16,28,18,46,25,3,1,55,83,0,90,73
7/31/2015,148,2,1,11,31,19,61,21,1,1,63,83,2,90,64
8/1/2015,166,1,2,15,46,23,53,25,0,1,78,87,1,89,67
8/2/2015,165,2,0,11,42,24,49,28,1,8,67,98,0,89,64
8/3/2015,151,0,0,15,35,28,48,22,1,2,69,81,1,91,64
8/4/2015,151,0,0,11,26,24,63,27,0,0,61,89,1,91,67
8/5/2015,133,0,0,8,25,21,57,21,0,1,58,73,2,88,65
8/6/2015,140,3,0,8,35,27,45,22,0,0,64,75,1,80,66
8/7/2015,158,1,0,15,35,16,67,17,0,7,60,96,2,81,68
8/8/2015,165,0,1,14,45,18,60,25,0,2,64,100,1,83,63
8/9/2015,150,3,1,15,45,20,47,17,0,2,59,89,2,86,64
8/10/2015,155,2,2,18,30,28,46,20,1,8,67,88,0,77,68
8/11/2015,131,0,4,13,34,19,48,13,0,0,64,64,3,89,71
8/12/2015,124,1,1,18,26,16,40,20,1,1,60,63,1,85,64
8/13/2015,143,3,2,11,45,9,58,13,1,1,53,90,0,83,61
8/14/2015,158,1,1,9,42,20,58,23,0,4,64,94,0,88,57
8/15/2015,150,0,1,12,35,23,54,24,1,0,65,84,1,89,61
8/16/2015,120,1,2,15,36,13,35,17,0,1,46,74,0,92,62
8/17/2015,139,1,1,10,28,26,54,15,0,4,62,76,1,95,68
8/18/2015,158,2,0,13,28,25,60,27,2,1,73,84,1,88,67
8/19/2015,143,2,0,16,32,17,57,13,1,5,59,83,1,89,73
8/20/2015,149,2,1,10,37,24,49,24,0,2,69,79,1,86,71
8/21/2015,151,0,0,12,33,21,64,21,0,0,62,88,1,84,66
8/22/2015,177,1,0,16,46,33,49,29,3,0,87,90,0,83,59
8/23/2015,159,0,0,21,33,20,53,29,2,1,68,91,0,85,57
8/24/2015,161,0,1,25,36,27,49,23,0,0,72,87,2,89,67
8/25/2015,168,0,3,28,29,26,64,16,1,1,71,94,3,83,64
8/26/2015,150,2,0,13,26,31,59,13,1,5,58,90,2,79,60
8/27/2015,158,2,1,11,36,28,57,19,0,4,74,83,1,80,57
8/28/2015,145,1,3,10,24,25,57,21,1,3,60,85,0,83,56
8/29/2015,144,1,0,9,36,27,45,22,2,2,65,79,0,86,59
8/30/2015,134,1,0,20,33,17,47,14,0,2,58,76,0,86,64
8/31/2015,158,1,1,16,28,20,66,21,1,4,77,79,2,88,73
9/1/2015,159,2,1,12,37,27,63,13,1,3,79,80,0,94,68
9/2/2015,134,0,0,10,32,19,53,14,3,3,63,70,1,92,69
9/3/2015,120,2,0,10,32,15,45,12,0,4,52,66,2,94,68
9/4/2015,142,1,2,10,40,23,48,17,0,1,74,68,0,90,71
9/5/2015,150,0,0,14,41,16,55,21,1,2,56,94,0,84,69
9/6/2015,145,0,1,11,35,29,36,29,0,4,63,82,0,84,61
9/7/2015,172,1,1,13,55,23,49,27,2,1,64,108,0,90,60
9/8/2015,139,0,0,12,38,28,37,24,0,0,64,73,2,93,68
9/9/2015,141,0,0,14,35,29,46,16,1,0,72,69,0,94,72
9/10/2015,152,0,0,14,36,21,63,17,0,1,64,86,2,83,67
9/11/2015,163,3,1,11,47,20,61,16,0,4,66,96,1,85,61
9/12/2015,143,1,1,9,35,24,46,22,0,5,58,84,1,74,58
9/13/2015,150,1,1,19,43,18,44,22,1,1,67,83,0,73,54
9/14/2015,139,1,0,10,29,25,60,14,0,0,63,76,0,78,51
9/15/2015,158,2,3,16,38,30,54,13,0,2,69,87,2,83,51
9/16/2015,143,1,1,13,45,14,56,9,0,4,45,96,2,86,53
9/17/2015,164,0,0,14,38,26,63,19,2,2,77,86,1,86,55
9/18/2015,154,1,1,12,35,24,50,25,4,2,68,86,0,85,56
9/19/2015,137,2,0,18,31,18,49,18,1,0,55,82,0,85,59
9/20/2015,161,0,1,19,45,30,50,12,2,2,78,82,1,79,64
9/21/2015,150,2,2,11,38,22,58,14,0,3,79,71,0,69,61
9/22/2015,169,1,1,20,42,22,61,17,1,4,77,90,2,72,59
9/23/2015,159,1,1,17,30,23,67,18,0,2,58,101,0,79,57
9/24/2015,132,1,1,10,33,25,46,11,4,1,64,67,1,80,52
9/25/2015,140,0,1,14,35,25,55,10,0,0,61,79,0,74,63
9/26/2015,130,0,2,17,26,31,44,8,2,0,67,63,0,73,62
9/27/2015,137,0,0,13,38,25,38,18,2,3,65,72,0,75,60
9/28/2015,146,1,1,10,32,26,57,17,0,2,73,73,0,80,64
9/29/2015,134,1,1,6,33,27,59,7,0,0,78,54,2,79,68
9/30/2015,145,2,0,16,28,23,59,16,0,1,62,82,1,76,61
10/1/2015,138,0,1,15,25,32,41,21,2,1,66,72,0,61,56
10/2/2015,140,3,0,12,31,27,49,13,0,5,71,68,1,56,48
10/3/2015,97,2,0,9,28,12,33,13,0,0,49,47,1,57,48
10/4/2015,107,2,0,13,16,20,36,17,1,2,46,61,0,58,53
10/5/2015,156,1,0,22,37,29,53,14,0,0,85,68,3,67,47
10/6/2015,141,0,0,13,45,24,41,13,0,5,63,77,1,76,44
10/7/2015,147,2,3,14,37,21,55,13,2,0,79,67,1,76,54
10/8/2015,132,1,2,8,41,15,45,17,2,1,68,64,0,77,51
10/9/2015,155,0,0,15,40,32,54,14,0,0,81,70,4,79,60
10/10/2015,133,0,2,13,38,23,41,15,0,1,61,71,1,64,44
10/11/2015,127,1,2,12,26,15,47,21,1,2,49,78,0,70,40
10/12/2015,120,2,0,8,32,17,47,12,0,2,57,63,0,75,44
10/13/2015,143,1,1,13,41,30,43,12,2,0,78,65,0,78,50
10/14/2015,143,0,0,12,38,25,47,19,1,1,68,75,0,68,48
10/15/2015,137,2,2,6,40,16,59,10,1,1,59,77,1,66,45
10/16/2015,130,2,1,14,26,19,52,16,0,0,62,66,2,65,43
10/17/2015,121,1,0,17,28,27,37,9,1,1,58,63,0,57,38
10/18/2015,115,0,0,6,30,16,53,8,1,1,55,60,0,52,33
10/19/2015,107,0,0,8,30,24,37,6,0,2,58,49,0,56,29
10/20/2015,158,1,1,17,35,27,57,17,0,3,73,82,3,71,37
10/21/2015,146,2,1,10,33,20,57,18,3,2,74,72,0,74,41
10/22/2015,141,2,1,16,31,25,51,11,0,4,61,79,1,78,42
10/23/2015,162,0,1,7,38,26,60,25,1,4,72,89,1,67,42
10/24/2015,125,1,0,12,27,17,57,9,1,1,54,71,0,59,39
10/25/2015,139,3,1,17,47,16,41,14,0,0,59,80,0,72,51
10/26/2015,135,1,0,13,31,21,56,13,0,0,75,60,0,60,37
10/27/2015,153,1,1,11,39,22,60,17,1,1,67,79,7,59,35
10/28/2015,143,0,0,15,35,23,56,13,1,0,69,72,2,70,54
10/29/2015,134,0,1,18,31,20,54,8,1,1,73,61,0,70,47
10/30/2015,165,1,1,13,42,32,53,22,0,1,74,89,2,59,38
10/31/2015,125,1,1,11,43,15,38,14,1,1,45,76,4,59,34
11/1/2015,145,0,4,12,47,22,42,16,0,2,62,83,0,67,52
11/2/2015,154,0,0,19,41,28,47,14,2,3,70,83,1,64,45
11/3/2015,139,2,0,17,31,26,46,14,1,2,65,74,0,73,38
11/4/2015,129,2,1,15,34,16,46,12,1,2,60,68,1,74,41
11/5/2015,156,1,2,15,38,26,57,14,1,2,71,84,1,67,56
11/6/2015,166,0,1,16,25,30,65,25,0,4,71,95,0,80,63
11/7/2015,123,2,0,10,33,13,48,16,1,0,57,65,1,68,52
11/8/2015,103,3,0,5,32,18,30,13,2,0,41,60,2,58,37
11/9/2015,129,1,0,12,31,18,55,10,1,1,67,61,1,53,32
11/10/2015,136,0,1,24,20,34,45,12,0,0,72,63,1,61,50
11/11/2015,131,0,2,15,33,23,36,17,1,4,63,68,0,64,47
11/12/2015,143,1,1,18,42,20,49,11,1,0,67,76,0,64,45
11/13/2015,116,0,0,12,24,19,47,13,0,1,64,52,0,59,46
11/14/2015,101,5,1,12,20,6,41,12,1,3,37,64,0,54,34
11/15/2015,152,1,0,14,43,23,43,21,1,6,68,83,1,64,31
11/16/2015,133,3,4,17,33,19,45,11,0,1,67,66,0,70,42
11/17/2015,145,0,1,22,22,32,47,18,2,1,73,72,0,58,40
11/18/2015,146,1,1,22,38,19,46,16,2,1,74,71,1,63,45
11/19/2015,161,1,2,14,30,25,72,17,0,0,74,86,1,63,54
11/20/2015,144,1,0,17,22,25,62,15,1,1,65,76,3,57,33
11/21/2015,160,1,0,21,39,26,55,12,0,6,59,99,2,52,30
11/22/2015,132,0,0,20,27,18,48,18,0,1,62,70,0,49,35
11/23/2015,117,0,0,8,28,23,46,10,0,2,56,60,1,41,28
11/24/2015,144,0,2,17,28,32,52,10,0,3,76,66,2,54,30
11/25/2015,122,0,0,17,30,25,39,9,0,2,61,61,0,55,30
11/26/2015,108,0,0,10,33,14,35,15,0,1,54,54,0,63,31
11/27/2015,132,0,0,16,37,21,42,16,0,0,64,67,1,68,36
11/28/2015,159,1,1,18,39,36,51,11,2,0,68,91,0,66,46
11/29/2015,110,1,0,15,28,19,27,18,0,2,49,60,1,54,42
11/30/2015,137,0,0,16,23,21,54,22,1,0,66,70,1,44,38
12/1/2015,126,1,2,14,27,23,49,10,0,0,60,64,2,51,44
12/2/2015,129,3,1,15,23,18,51,14,3,1,61,68,0,57,47
12/3/2015,116,1,1,16,21,17,48,11,0,1,52,64,0,52,37
12/4/2015,125,2,0,10,36,16,45,12,2,2,51,73,1,51,31
12/5/2015,97,1,1,11,20,16,36,12,0,0,50,44,3,52,27
12/6/2015,114,3,1,8,38,14,32,15,1,2,51,62,1,55,24
12/7/2015,118,0,1,14,29,24,39,10,0,1,66,51,1,58,28
12/8/2015,117,0,1,8,31,19,40,17,0,1,58,58,1,52,29
12/9/2015,139,1,0,12,34,24,52,13,0,3,70,68,1,53,31
12/10/2015,157,0,0,21,35,30,48,20,1,2,73,83,1,61,36
12/11/2015,160,1,2,20,50,28,36,16,1,6,79,81,0,64,36
12/12/2015,167,0,0,16,59,21,58,8,4,1,75,90,2,71,40
12/13/2015,126,1,1,12,37,16,38,19,1,1,55,67,4,72,49
12/14/2015,135,1,1,12,32,22,55,11,1,0,64,71,0,71,52
12/15/2015,164,1,0,19,23,60,51,10,0,0,102,61,1,67,39
12/16/2015,143,2,1,17,31,25,50,15,0,2,70,73,0,55,35
12/17/2015,115,1,1,13,22,27,36,13,1,1,61,54,0,52,37
12/18/2015,136,1,1,14,34,28,45,12,0,1,75,58,3,51,34
12/19/2015,126,0,1,12,39,23,34,11,0,6,66,60,0,42,26
12/20/2015,138,4,0,13,36,29,38,14,0,4,68,70,0,47,21
12/21/2015,148,0,3,25,36,17,53,13,0,1,76,72,0,58,32
12/22/2015,147,0,0,31,33,29,38,15,0,1,73,73,1,59,50
12/23/2015,131,1,1,20,27,30,39,12,1,0,77,54,0,68,55
12/24/2015,128,0,1,19,26,22,42,17,1,0,56,72,0,71,61
12/25/2015,109,0,0,15,33,24,24,12,0,1,59,50,0,71,58
12/26/2015,128,1,0,13,34,22,39,19,0,0,50,75,3,60,50
12/27/2015,134,1,1,26,34,19,36,11,0,6,58,75,1,69,49
12/28/2015,132,3,1,14,28,33,39,14,0,0,71,61,0,53,40
12/29/2015,121,1,0,8,34,20,47,10,0,1,59,61,1,55,43
12/30/2015,121,1,0,12,25,24,45,9,1,4,67,54,0,52,47
12/31/2015,97,1,1,8,21,24,34,6,2,0,50,47,0,57,42
1/1/2016,148,1,0,13,39,18,54,18,2,3,63,84,1,45,28
1/2/2016,109,0,0,16,36,6,41,9,0,1,60,49,0,47,26
1/3/2016,109,0,0,14,23,22,37,13,0,0,50,58,1,52,26
1/4/2016,109,0,0,14,15,24,35,21,0,0,52,57,0,37,16
1/5/2016,125,1,1,14,35,16,37,20,1,0,63,62,0,33,13
1/6/2016,119,0,2,13,30,23,33,18,0,0,70,49,0,41,12
1/7/2016,139,3,1,14,37,20,48,9,2,5,60,77,2,42,27
1/8/2016,161,0,1,23,36,30,52,15,1,3,86,73,2,43,38
1/9/2016,132,0,0,20,34,15,38,21,1,3,47,85,0,51,41
1/10/2016,113,1,0,19,30,16,28,15,0,4,49,64,0,63,36
1/11/2016,117,1,3,18,27,23,26,19,0,0,57,59,1,37,23
1/12/2016,144,1,4,14,32,24,53,14,1,1,69,74,1,46,22
1/13/2016,110,0,0,11,28,18,28,24,0,1,42,68,0,28,19
1/14/2016,135,0,0,16,32,25,44,16,0,2,62,72,1,51,21
1/15/2016,125,1,0,13,33,18,46,11,2,1,70,55,0,50,27
1/16/2016,120,0,0,4,41,18,40,14,2,1,58,61,1,55,34
1/17/2016,131,0,1,23,41,10,34,20,0,2,49,81,1,37,28
1/18/2016,103,1,0,15,17,18,31,18,1,2,44,58,1,31,14
1/19/2016,130,2,0,14,33,27,35,18,0,1,70,59,1,27,13
1/20/2016,97,0,2,11,21,21,32,10,0,0,53,44,0,30,15
1/21/2016,103,0,2,15,19,20,32,14,0,1,50,53,0,34,18
1/22/2016,99,0,0,11,16,26,30,15,0,1,52,47,0,28,19
1/23/2016,31,0,0,2,7,11,5,6,0,0,21,9,1,28,22
1/24/2016,45,0,0,3,16,10,9,7,0,0,28,17,0,34,14
1/25/2016,67,0,0,7,29,5,13,11,1,1,34,33,0,38,8
1/26/2016,74,1,0,11,24,8,20,9,0,1,33,39,2,52,19
1/27/2016,91,0,0,4,38,8,29,12,0,0,42,48,1,44,24
1/28/2016,97,0,1,12,24,12,33,15,0,0,43,53,1,42,17
1/29/2016,99,1,0,14,29,15,23,16,0,1,48,47,4,41,25
1/30/2016,96,0,0,9,22,17,40,8,0,0,49,42,5,43,18
1/31/2016,106,0,0,6,35,9,38,16,1,1,40,65,1,61,25
2/1/2016,105,1,1,19,29,14,34,4,1,2,54,51,0,55,39
2/2/2016,104,0,1,5,28,24,32,13,1,0,59,45,0,47,31
2/3/2016,107,1,2,11,37,20,22,13,0,1,57,50,0,56,38
2/4/2016,86,1,0,19,15,14,27,8,0,2,37,48,1,58,41
2/5/2016,103,2,0,9,31,18,24,19,0,0,54,48,1,44,27
2/6/2016,99,0,0,8,35,13,32,11,0,0,55,43,1,44,22
2/7/2016,106,0,0,17,27,15,32,14,0,1,46,60,0,44,22
2/8/2016,124,1,0,17,43,14,35,13,0,1,67,56,1,46,32
2/9/2016,90,0,1,11,17,28,22,9,1,1,53,37,0,38,31
2/10/2016,107,2,0,13,29,14,34,12,1,2,59,47,1,37,23
2/11/2016,76,1,0,6,20,20,21,8,0,0,41,35,0,28,19
2/12/2016,103,1,1,10,23,25,29,14,0,0,57,46,0,29,13
2/13/2016,84,0,2,8,19,12,28,15,0,0,43,40,1,24,13
2/14/2016,74,0,0,11,26,7,18,10,1,1,38,36,0,24,8
2/15/2016,63,1,1,7,17,12,20,4,0,1,36,27,0,30,19
2/16/2016,98,0,0,12,24,17,27,17,0,1,49,48,1,52,30
2/17/2016,112,1,1,13,35,20,26,14,1,1,65,47,0,45,29
2/18/2016,85,1,1,9,29,12,22,10,0,1,48,36,1,38,22
2/19/2016,124,1,2,17,28,18,37,15,2,4,59,64,1,39,18
2/20/2016,90,2,0,6,24,17,27,14,0,0,45,45,0,67,39
2/21/2016,98,3,0,8,33,12,31,11,0,0,50,48,0,58,43
2/22/2016,115,0,1,7,35,14,35,17,2,4,49,64,2,51,37
2/23/2016,101,1,1,6,24,22,36,8,3,0,56,45,0,43,38
2/24/2016,105,0,3,8,37,20,28,9,0,0,69,36,0,62,40
2/25/2016,99,1,0,14,22,20,33,6,0,3,60,38,1,61,38
2/26/2016,117,1,0,9,21,30,47,8,0,1,58,57,2,40,26
2/27/2016,71,0,0,5,24,5,25,8,0,4,38,31,2,45,24
2/28/2016,107,0,4,12,36,10,33,11,0,1,48,57,2,65,28
2/29/2016,120,2,0,9,35,27,38,7,1,1,63,54,3,64,43
3/1/2016,118,0,2,9,31,21,44,10,0,1,65,53,0,63,33
3/2/2016,86,0,2,10,20,13,29,11,1,0,55,31,0,63,27
3/3/2016,100,1,1,7,37,13,34,7,0,0,55,44,1,43,22
3/4/2016,112,0,1,11,27,21,40,11,0,1,65,47,0,40,31
3/5/2016,107,0,0,8,35,9,39,13,0,3,39,66,2,42,27
3/6/2016,105,1,3,8,33,9,33,16,1,1,50,54,1,47,29
3/7/2016,149,0,0,11,41,20,54,18,0,5,62,86,1,65,28
3/8/2016,108,0,0,8,34,11,40,12,1,2,46,62,0,77,47
3/9/2016,104,0,0,5,30,13,41,15,0,0,51,52,1,82,40
3/10/2016,125,1,0,11,51,14,40,5,2,1,70,54,1,80,57
3/11/2016,124,0,0,8,42,18,42,12,0,2,54,70,0,73,50
3/12/2016,135,1,1,16,41,17,38,19,1,1,50,84,1,54,42
3/13/2016,86,1,1,13,25,4,28,13,0,1,40,46,0,56,47
3/14/2016,106,0,2,13,26,19,31,14,1,0,57,49,0,51,45
3/15/2016,121,1,1,15,37,13,42,11,0,1,58,62,1,61,44
3/16/2016,139,1,0,17,37,21,41,18,1,3,63,76,0,69,42
3/17/2016,135,1,2,10,43,22,42,13,0,2,66,69,0,68,39
3/18/2016,123,2,3,12,38,17,31,17,1,2,54,69,0,64,42
3/19/2016,95,1,0,11,21,20,30,9,0,3,57,36,2,51,35
3/20/2016,87,0,0,11,24,14,24,11,1,2,45,41,1,42,35
3/21/2016,128,0,0,16,41,21,33,17,0,0,66,61,1,52,31
3/22/2016,137,2,1,14,39,24,46,10,1,0,80,57,0,61,28
3/23/2016,136,0,0,18,35,19,45,19,0,0,61,74,1,75,45
3/24/2016,134,1,0,8,40,21,39,24,0,1,77,57,0,77,43
3/25/2016,129,0,0,16,39,15,39,14,0,6,58,71,0,72,47
3/26/2016,129,0,4,15,39,14,44,11,1,1,60,68,1,56,38
3/27/2016,110,1,0,7,32,15,36,17,1,1,54,55,1,55,46
3/28/2016,105,0,1,13,29,12,40,6,1,3,49,54,2,68,46
3/29/2016,117,1,1,11,26,19,47,9,1,2,60,57,0,58,38
3/30/2016,131,1,2,19,31,14,48,14,1,1,53,78,0,58,30
3/31/2016,97,1,0,10,25,14,37,8,0,2,38,59,0,75,50
4/1/2016,129,0,0,9,39,12,59,10,0,0,65,62,2,83,62
4/2/2016,132,0,0,14,49,14,41,13,0,1,62,68,2,65,42
4/3/2016,99,1,0,11,25,11,37,13,0,1,40,59,0,50,35
4/4/2016,106,0,0,8,31,12,45,9,1,0,52,54,0,71,33
4/5/2016,107,0,1,10,26,17,35,16,1,1,53,54,0,45,28
4/6/2016,140,1,0,12,42,25,41,17,1,1,54,85,1,53,24
4/7/2016,121,1,0,8,29,25,40,16,1,1,57,61,3,63,45
4/8/2016,127,3,2,12,37,12,48,13,0,0,60,64,3,52,35
4/9/2016,115,0,1,11,34,14,44,6,1,4,59,55,1,49,32
4/10/2016,103,0,0,17,28,17,28,9,1,3,63,40,0,51,26
4/11/2016,143,2,1,12,51,14,44,18,0,1,65,74,4,74,45
4/12/2016,126,2,1,14,26,17,48,15,2,1,56,70,0,68,47
4/13/2016,128,0,0,11,32,19,51,14,1,0,59,67,2,57,39
4/14/2016,135,0,2,9,30,24,57,12,0,1,77,58,0,61,33
4/15/2016,130,0,2,19,40,14,40,13,1,1,66,64,0,62,34
4/16/2016,147,1,2,17,49,19,47,9,1,2,56,90,1,67,35
4/17/2016,111,1,0,10,44,9,32,11,2,2,43,65,3,76,38
4/18/2016,147,1,2,19,48,17,46,12,0,2,64,83,0,83,42
4/19/2016,141,2,1,12,33,15,59,15,1,3,55,85,1,83,55
4/20/2016,151,0,0,19,36,23,58,13,1,1,64,87,0,71,40
4/21/2016,136,0,3,14,28,25,46,13,3,4,64,72,0,76,43
4/22/2016,146,1,0,15,40,18,59,12,1,0,58,85,3,74,61
4/23/2016,120,0,0,18,36,13,39,12,1,1,47,72,1,70,53
4/24/2016,139,2,1,16,33,12,52,15,2,6,48,90,1,70,43
4/25/2016,134,3,1,19,25,20,54,11,0,1,52,82,0,79,44
4/26/2016,158,3,1,25,39,31,43,10,2,4,65,93,0,86,59
4/27/2016,128,1,0,16,30,21,47,11,2,0,60,67,1,68,50
4/28/2016,125,3,1,16,23,28,36,16,1,1,68,56,1,55,46
4/29/2016,127,0,1,20,36,18,42,10,0,0,65,61,1,53,46
4/30/2016,96,0,2,14,20,14,37,9,0,0,45,51,0,58,49
5/1/2016,120,0,1,9,27,14,49,19,0,1,51,68,1,55,49
5/2/2016,143,1,0,14,33,17,58,14,2,4,60,83,0,72,53
5/3/2016,139,1,0,12,46,11,53,14,0,2,57,82,0,67,56
5/4/2016,125,1,0,16,33,14,44,17,0,0,58,65,2,56,50
5/5/2016,129,0,0,17,29,23,42,17,1,0,59,70,0,56,49
5/6/2016,140,1,0,12,40,22,52,10,0,3,82,58,0,53,50
5/7/2016,117,1,0,11,32,21,33,14,1,4,47,68,2,65,48
5/8/2016,119,1,0,12,33,17,42,12,1,1,58,60,1,70,46
5/9/2016,157,0,2,23,32,20,62,15,0,3,61,96,0,66,41
5/10/2016,140,1,0,26,38,18,43,11,0,3,66,73,1,59,52
5/11/2016,130,0,0,19,27,30,39,13,0,2,58,71,1,57,51
5/12/2016,165,1,3,14,40,24,65,15,1,2,86,77,2,66,56
